"Ukazatel","IndicatorType","ČR, Reg. soudržnosti, Kraje","Uz012","Roky","CasR","Hodnota"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2011","2011","9.739333715"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2012","2012","10.08363402"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2013","2013","9.618036524"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2014","2014","9.885137972"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2015","2015","10.18126862"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2016","2016","10.28325699"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2017","2017","10.47256003"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2018","2018","10.43939162"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2019","2019","10.25818212"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2020","2020","9.944338107"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2021","2021","10.27911086"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2022","2022","9.208401726"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2023","2023","8.099674177"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2000","2000","9.520714119"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2001","2001","9.608803243"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2002","2002","9.708290399"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2003","2003","9.494274495"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2004","2004","9.55808272"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2005","2005","9.895366513"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2006","2006","10.50979568"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2007","2007","11.24926379"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2008","2008","11.5433101"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2009","2009","11.121502"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2010","2010","10.76981591"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2011","2011","9.93018559"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2012","2012","9.322807157"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2013","2013","9.388735511"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2014","2014","9.217020141"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2015","2015","9.14889483"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2016","2016","9.468008893"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2017","2017","9.297346221"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2018","2018","9.329969352"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2019","2019","9.589324541"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2020","2020","9.116650294"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2021","2021","9.232331137"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2022","2022","8.13320613"
"Živě narození na 1 000 obyvatel","5416","Karlovarský kraj","CZ041","2023","2023","7.224610461"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2000","2000","9.677239925"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2001","2001","9.637411444"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2002","2002","9.989724715"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2003","2003","10.17745907"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2004","2004","10.48111243"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2005","2005","10.60175436"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2006","2006","10.85407675"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2007","2007","11.76829719"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2008","2008","12.02349802"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2009","2009","11.51259137"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2010","2010","11.09720554"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2011","2011","10.43332388"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2012","2012","9.929688378"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2013","2013","9.759736124"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2014","2014","10.05348034"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2015","2015","10.09617662"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2016","2016","10.04864405"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2017","2017","10.28337132"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2018","2018","9.869848156"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2019","2019","9.864271812"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2020","2020","9.697660456"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2021","2021","9.863726477"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2022","2022","8.958075908"
"Živě narození na 1 000 obyvatel","5416","Ústecký kraj","CZ042","2023","2023","7.790584368"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2000","2000","9.531288961"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2001","2001","9.374043733"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2002","2002","9.667351398"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2003","2003","9.470938618"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2004","2004","10.08902771"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2005","2005","9.972727358"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2006","2006","10.39080695"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2007","2007","11.67529489"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2008","2008","11.9782464"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2009","2009","11.87938974"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2010","2010","11.65005245"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2011","2011","10.62236951"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2012","2012","10.46984334"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2013","2013","10.34271209"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2014","2014","10.10681087"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2015","2015","10.66373374"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2016","2016","11.26814319"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2017","2017","10.77939102"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2018","2018","10.69953443"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2019","2019","10.51818841"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2020","2020","10.28294457"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2021","2021","10.03360549"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2022","2022","8.77475663"
"Živě narození na 1 000 obyvatel","5416","Liberecký kraj","CZ051","2023","2023","7.878787879"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2000","2000","9.013290477"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2001","2001","8.998176389"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2002","2002","9.014066025"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2003","2003","9.298546703"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2004","2004","9.488203731"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2005","2005","9.865857198"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2006","2006","9.99959936"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2007","2007","11.12033466"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2008","2008","11.29874095"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2009","2009","11.29102939"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2010","2010","10.8624273"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2011","2011","9.813193755"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2012","2012","9.880894287"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2013","2013","9.874051948"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2014","2014","10.00126874"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2015","2015","10.12570972"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2016","2016","10.18910441"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2017","2017","10.35131288"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2018","2018","10.30892266"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2019","2019","9.985341287"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2020","2020","10.01803827"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2021","2021","10.19908195"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2022","2022","9.151041026"
"Živě narození na 1 000 obyvatel","5416","Královéhradecký kraj","CZ052","2023","2023","8.172350543"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2000","2000","9.071030515"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2001","2001","8.791667405"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2002","2002","9.18024895"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2003","2003","9.172790088"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2004","2004","9.54288757"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2005","2005","9.710158974"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2006","2006","10.35500624"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2007","2007","11.2178511"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2008","2008","11.19713142"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2009","2009","10.9407833"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2010","2010","11.07056055"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2011","2011","10.28938907"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2012","2012","10.42778108"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2013","2013","9.843324977"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2014","2014","10.48228184"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2015","2015","10.2702776"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2016","2016","10.71138876"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2017","2017","10.38583412"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2018","2018","10.64483506"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2019","2019","10.88370629"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2020","2020","10.42132416"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2021","2021","10.54886805"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2022","2022","9.373163733"
"Živě narození na 1 000 obyvatel","5416","Pardubický kraj","CZ053","2023","2023","8.516930133"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2000","2000","9.137862535"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2001","2001","8.802338555"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2002","2002","9.180263303"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2003","2003","9.225769555"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2004","2004","9.316001717"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2005","2005","9.941176471"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2006","2006","10.00363911"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2007","2007","10.48277746"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2008","2008","10.98200382"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2009","2009","10.56994658"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2010","2010","10.40598291"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2011","2011","9.912651473"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2012","2012","10.06201784"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2013","2013","9.637194871"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2014","2014","10.45870049"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2015","2015","10.49838373"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2016","2016","10.42249704"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2017","2017","10.69468254"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2018","2018","10.66757822"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2019","2019","10.79176237"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2020","2020","10.49121809"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2021","2021","11.0116767"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2022","2022","9.711313222"
"Živě narození na 1 000 obyvatel","5416","Kraj Vysočina","CZ063","2023","2023","8.657322071"
"Živě narození na 1 000 obyvatel","5416","Jihomoravský kraj","CZ064","2000","2000","8.416550173"
"Živě narození na 1 000 obyvatel","5416","Jihomoravský kraj","CZ064","2001","2001","8.541547985"
"Živě narození na 1 000 obyvatel","5416","Jihomoravský kraj","CZ064","2002","2002","8.966305325"
"Živě narození na 1 000 obyvatel","5416","Jihomoravský kraj","CZ064","2003","2003","8.921526761"
